Periodo,Tienda,JEq,JEqAA,JEqMeta,Prod,ProdAA,ProdMeta
202603,P203 Rimac Alcazar - PVH,62.20247983870969,56.849926075268826,56.77292399400376,101328,105249,107300.29933535568
202602,P001 Los Olivos - PVH,62.145833333333314,57.43854166666668,56.772923994003754,83153,86158,94243.15139317302
202603,P068 Primavera - PVH,61.91537634408604,60.54501344086024,54.65214124103944,84718,87425,115249.71206746089
202603,P333 Ves Placita - PVH,61.90441532258064,58.95947580645164,59.17940013681813,133828,128455,130985.91720224862
202602,P333 Ves Placita - PVH,61.88697916666669,59.14515625,59.17940013681813,110154,104993,103811.10089823078
202602,P068 Primavera - PVH,61.84932291666666,56.47609375,54.65214124103944,72204,76616,96079.22294098446
202601,P084 Comas - PVH,61.83963709677418,65.47681451612902,63.84593494105465,86907,87928,100382.99439450784
202605,P130 Chimbote - PVH,61.70946908602232,63.17321236559141,66.56902434528007,90325,90873,88914.58118718352
202604,P117 Izaguirre - PVH,61.59076388888954,68.05113194444446,67.6979715753391,101240,86115,90383.2495644365
202606,P104 Arequipa - PVH,61.53923611111144,65.92006944444444,63.57656168405445,83680,68083,76926.95366894374
202605,P259 Moquegua - PVH,61.51301747311863,64.9563306451613,60.397061823201135,103452,86017,97975.94445110651
202602,P084 Comas - PVH,61.49630208333335,68.73375,63.84593494105465,91532,81442,93227.74781817108
202605,V090 Pezet - VIV,61.31713037634478,61.99868951612905,58.11608116140653,60097,56243,62951.7289291957
202606,P037 Jockey Plaza - PVH,61.22195138888877,62.16068055555557,63.4231141798556,74107,77515,79417.04095791324
202604,P333 Ves Placita - PVH,61.11782638889007,58.22488194444447,59.17940013681813,110663,100827,104982.59167440828
202606,P259 Moquegua - PVH,61.088416666666575,66.41881944444445,60.397061823201135,96459,79383,90533.9378495977
202604,P037 Jockey Plaza - PVH,61.08272916666732,62.719756944444434,63.4231141798556,84966,78641,80374.05681853267
202606,P225 Cajamarca - PVH,61.023618055555744,56.46783333333333,56.429371630436094,100293,95136,109670.88494854062
202605,P125 SJ Lurigancho - PVH,60.99592069892585,58.635819892473116,55.81234047827294,96883,94436,102308.20515263741
202601,P130 Chimbote - PVH,60.70091397849461,65.6376075268817,66.56902434528007,94435,83798,90712.84136265334
202602,P203 Rimac Alcazar - PVH,60.67104166666668,55.511302083333355,56.77292399400376,86074,87101,86874.33171525426
202606,P133 Guardia Civil - PVH,60.5383819444448,67.82178472222219,69.97856074572657,106596,89997,86555.5985955297
202603,1593 Aventura SJL - PVH,60.400403225806464,57.545739247311815,55.3895197170739,132061,126906,132938.74719643427
202604,P104 Arequipa - PVH,60.205152777778714,63.34436111111115,63.57656168405445,109172,87396,85212.52992136506
202603,SO04 Jaen - PVO,60.09528225806456,58.22391129032259,53.7842448352594,142561,134198,147717.36571248787
202605,P333 Ves Placita - PVH,59.987365591398216,58.685309139784955,59.17940013681813,122732,109157,114648.54931131439
202603,P104 Arequipa - PVH,59.89045698924735,67.81819220430108,63.57656168405445,138702,118554,125686.31718572693
202604,P066 Ate - PVH,59.775868055555605,59.8822291666667,54.96669895587487,83337,79548,91886.33794535298
202606,P130 Chimbote - PVH,59.695368055555264,63.709965277777776,66.56902434528007,82733,78580,80314.9169314674
202605,P104 Arequipa - PVH,59.5589448924736,65.32477150537636,63.57656168405445,98423,73966,80627.7852956879
202605,P066 Ate - PVH,59.550430107527276,61.7549126344086,54.96669895587487,92805,82591,97422.15484867968
202604,P130 Chimbote - PVH,59.54165972222255,63.53608333333336,66.56902434528007,93466,90685,86896.30572316091
202605,V094 Benavides - VIV,59.44171370967766,57.76288978494624,55.57085132952011,56854,55072,59289.7743830273
202606,P139 Alameda Sur - PVS,59.404916666667496,63.76557638888888,64.20980276983204,102391,89553,92906.65291223733
202603,P120 Universitaria - PVH,59.37571236559139,64.77893145161292,57.92644428426813,90735,90921,99780.26286467111
202606,P125 SJ Lurigancho - PVH,59.343229166666205,58.968291666666694,55.81234047827294,88336,84892,98314.95585346567
202606,P724 Tumbes - PVH,59.21615972222211,63.55863888888889,63.04218861837782,95544,87396,101599.7146969739
202602,V090 Pezet - VIV,59.05312499999999,60.0825,58.11608116140653,58628,45953,47730.289879594944
202601,P104 Arequipa - PVH,58.82408602150535,63.891323924731175,63.57656168405445,86584,79905,82854.24364528284
202602,P125 SJ Lurigancho - PVH,58.79124999999999,60.09859374999999,55.81234047827294,97283,90197,98291.87130820278
202602,1593 Aventura SJL - PVH,58.78526041666665,56.38026041666665,55.3895197170739,112809,100473,95873.40664669216
202606,P134 Centro Civico - PVH,58.65406944444474,70.5539236111111,68.68266147265754,89919,68942,74635.24911946969
202601,P001 Los Olivos - PVH,58.4750739247312,53.50432123655915,56.772923994003754,80169,88437,88928.6794851933
202603,V090 Pezet - VIV,58.42986559139786,57.23826612903228,58.11608116140653,68100,62561,63702.45678503352
202604,V090 Pezet - VIV,58.40289583333322,57.319013888888904,58.11608116140653,62892,60075,63124.314867537665
202606,P066 Ate - PVH,58.38437499999967,58.81881250000001,54.96669895587487,81616,80556,88164.09758006848
202604,P203 Rimac Alcazar - PVH,58.292645833333786,56.72260416666666,56.77292399400376,91569,85130,88003.76131811869
202601,1593 Aventura SJL - PVH,58.23778897849461,54.49702284946238,55.3895197170739,106480,99825,96604.2288276168
202601,P125 SJ Lurigancho - PVH,58.20815188172043,55.82208333333334,55.81234047827294,92811,90900,95614.63656549978
202603,V116 Javier Prado - VIV,58.07191532258065,51.32712365591398,,13301,67542,
202605,P724 Tumbes - PVH,57.932715053764305,60.25329973118275,63.04218861837782,108634,101268,118516.65281528508
202601,P066 Ate - PVH,57.829032258064515,62.21913306451615,54.96669895587487,91017,77441,94293.1545672899
202602,P120 Universitaria - PVH,57.74364583333333,61.98140625000001,57.92644428426813,71669,73078,83303.73099580228
202602,P066 Ate - PVH,57.72828125000001,61.82093749999999,54.96669895587487,90226,82168,91811.16081668246
202601,P203 Rimac Alcazar - PVH,57.63502688172046,53.980114247311825,56.77292399400376,88172,89440,89598.96671056184
202602,SO04 Jaen - PVO,57.59437500000001,56.74109375000001,53.7842448352594,125714,110485,123082.36956708538
202601,V090 Pezet - VIV,57.58092741935485,57.06839381720432,58.11608116140653,64597,57965,58182.16948608453
202601,P333 Ves Placita - PVH,57.54936155913979,57.473151881720426,59.17940013681813,115829,104694,108205.02870923988
202603,P262 Talara Municipalidad - PVH,57.30741935483869,56.91112903225804,53.343390369396616,94008,88729,96406.58779630865
202602,P104 Arequipa - PVH,57.23020833333333,67.06791666666668,63.57656168405445,109324,88940,83735.8530138193
202606,V090 Pezet - VIV,57.2062847222222,61.595722222222236,58.11608116140653,61085,54325,60624.92730909955
202605,P226 Paita - PVH,57.06834677419397,54.30268817204299,48.49399124490601,96745,92126,112002.37378626858
202604,1593 Aventura SJL - PVH,56.82006944444518,53.0967013888889,55.3895197170739,113601,106490,108045.81832211188
202603,P052 Brasil - PVH,56.6242137096774,53.73939516129033,52.84249079441889,83164,86853,83035.19119245281
202602,P225 Cajamarca - PVH,56.57531250000001,60.12880208333335,56.429371630436094,113574,88964,114589.300985807
202605,1593 Aventura SJL - PVH,56.54292338709723,56.75536962365592,55.3895197170739,123778,106130,115011.4737867334
202606,P333 Ves Placita - PVH,56.45120833333315,60.99595833333332,59.17940013681813,114665,96113,106743.32737228795
202603,P227 San Isidro - PVH,56.29514784946235,63.64919354838707,56.71779574149045,99615,81791,94428.80369700449
202606,P203 Rimac Alcazar - PVH,56.27615972222226,56.158375000000014,56.77292399400376,88330,82064,84371.03048463576
202606,P068 Primavera - PVH,56.13528472222213,56.27231944444444,54.65214124103944,76013,80314,2.559826510419433
202605,V019 Pardo - VIV,56.13524865591459,,,,,
202601,P068 Primavera - PVH,56.03203629032257,56.75715725806454,54.65214124103944,79764,86019,106307.15015859643
202602,P052 Brasil - PVH,55.95552083333332,53.47369791666668,52.84249079441889,70178,71287,74826.50416656012
202602,P135 Colonial - PVH,55.94729166666666,57.399739583333336,55.02606479418825,67129,64478,69070.2294887971
202601,SO04 Jaen - PVO,55.93639784946238,53.268306451612915,53.7842448352594,131193,123974,128448.95748858717
202603,P141 Chosica - PVH,55.75532930107525,53.66958333333334,48.91205759483401,87858,84438,94145.8684736738
202604,P125 SJ Lurigancho - PVH,55.75470833333332,57.27176388888888,55.81234047827294,103783,90688,101888.5814404028
202604,P068 Primavera - PVH,55.75043055555608,57.08908333333334,54.65214124103944,81081,79678,0.7265955019925353
202601,V094 Benavides - VIV,55.716518817204324,54.58701612903226,55.57085132952011,58768,58583,59287.66660714843
202603,P226 Paita - PVH,55.634616935483876,54.28801075268816,48.49399124490601,113388,106836,126513.57646179434
202605,P516 Ilo - PVH,55.56217069892519,57.85377688172042,54.66595376698497,97463,82521,94583.05071817226
202605,P001 Los Olivos - PVH,55.54650537634487,58.130295698924726,56.772923994003754,92300,85349,89598.23413247577
202606,SO04 Jaen - PVO,55.48117361111072,53.620826388888894,53.7842448352594,120173,119743,128418.64270393242
202605,P203 Rimac Alcazar - PVH,55.48092741935501,58.165813172043,56.77292399400376,99456,84320,91256.12954948725
202601,P227 San Isidro - PVH,55.47086021505377,59.84562500000002,56.71779574149045,87330,76596,90386.27382604421
202605,V116 Javier Prado - VIV,55.43407258064575,52.28026209677418,,53403,65082,
202601,P236 Pisco - PVH,55.143440860215065,54.69803763440859,50.69826357421992,97397,93693,96903.49433581349
202605,SO04 Jaen - PVO,55.13139784946287,53.93151881720432,53.7842448352594,140094,127882,135865.92528876505
202602,P769 Chiclayo Aventura - PVH,55.10598958333334,58.16005208333333,53.27894958029915,102838,83961,95553.78787314701
202602,P236 Pisco - PVH,54.89583333333333,54.51390624999999,50.69826357421992,96774,90235,93771.72910745298
202603,P144 Huacho - PVH,54.816115591397875,49.951586021505385,51.13911804008271,96360,76433,101268.08453248843
202601,P225 Cajamarca - PVH,54.560295698924726,56.75217069892472,56.429371630436094,104552,91629,108585.22098968561
202604,P001 Los Olivos - PVH,54.375756944444504,55.678,56.772923994003754,90275,87303,86831.32274498776
202605,P068 Primavera - PVH,54.373205645161335,54.36266801075268,54.65214124103944,84391,87126,0.894018036448131
202605,P144 Huacho - PVH,54.36304435483922,54.25851478494622,51.13911804008271,85389,83413,92412.72255802002
202601,P052 Brasil - PVH,54.35424731182796,50.93130376344087,52.84249079441889,69897,71241,71821.34205908483
202606,P001 Los Olivos - PVH,54.29934027777735,56.474833333333336,56.772923994003754,84282,79388,83074.65109949483
202604,SO04 Jaen - PVO,54.27610416666734,54.88627083333331,53.7842448352594,127766,107627,118760.1376177097
202606,P226 Paita - PVH,54.26628472222212,54.07359027777776,48.49399124490601,87544,79312,100178.05887467151
202601,P120 Universitaria - PVH,54.11625672043011,60.22281586021505,57.92644428426813,73798,73443,80385.83038773913
202603,P236 Pisco - PVH,54.0052822580645,55.06610215053764,50.69826357421992,120071,106437,132658.56321990382
202604,P226 Paita - PVH,53.92620138888933,53.43046527777777,48.49399124490601,99157,89108,108064.0357056706
202603,P135 Colonial - PVH,53.767056451612916,62.24933467741937,55.02606479418825,87795,80110,90615.79552980566
202603,P516 Ilo - PVH,53.74066532258066,60.05350806451612,54.66595376698497,119695,100423,107383.13805009029
202603,P769 Chiclayo Aventura - PVH,53.71229838709677,53.8423252688172,53.27894958029915,133870,119551,117597.86308581386
202602,P144 Huacho - PVH,53.581666666666656,53.74864583333335,51.13911804008271,85216,70899,78919.72585911013
202606,P262 Talara Municipalidad - PVH,53.55170138888864,55.03147222222221,53.343390369396616,90628,76546,82247.77527108703
202604,P120 Universitaria - PVH,53.44704166666715,61.20566666666668,57.92644428426813,75712,69296,76015.78013473666
202601,P226 Paita - PVH,53.37669354838709,53.085685483870954,48.49399124490601,84445,67864,106820.09593599169
202605,P262 Talara Municipalidad - PVH,53.36545026881811,56.53549059139784,53.343390369396616,98500,83680,94001.81556095417
202602,P262 Talara Municipalidad - PVH,53.343229166666674,60.08437500000001,53.343390369396616,87288,64984,80960.7522074126
202601,P135 Colonial - PVH,53.291827956989245,51.577251344086015,55.02606479418825,64521,70516,70936.31136625029
202601,P516 Ilo - PVH,53.26407258064517,59.29136424731183,54.66595376698497,114577,96389,105686.55735389813
202606,V094 Benavides - VIV,53.13952777777759,58.03243055555555,55.57085132952011,57127,53643,58269.006108961534
202603,P059 Callao - PVH,53.11428763440858,55.61575268817204,51.161312105083525,91558,86785,89989.35474804873
202605,P227 San Isidro - PVH,53.07002016129102,63.50453629032257,56.71779574149045,102379,77633,101996.01040504016
202602,P227 San Isidro - PVH,52.761874999999996,66.41510416666665,56.71779574149045,99477,69324,83591.3782599939
202604,P112 Ceres - PVH,52.6081597222219,51.28656944444446,47.165198395018514,75212,72860,88970.06186966877
202606,P516 Ilo - PVH,52.48006944444426,60.23767361111114,54.66595376698497,96324,74908,87676.61686522418
202606,P227 San Isidro - PVH,52.44419444444415,59.0405277777778,56.71779574149045,94470,88420,94844.14830079293
202602,V093 Dos de Mayo - VIV,52.44270833333333,55.90911458333332,50.0561866937662,49026,45778,51684.680707453736
202606,P144 Huacho - PVH,52.44113194444405,54.84475694444445,51.13911804008271,78755,79872,91650.57762682564
202603,P112 Ceres - PVH,52.34795698924733,55.303245967741944,47.165198395018514,93241,97830,118254.4912010607
202602,P112 Ceres - PVH,52.24651041666666,52.20671875000001,47.165198395018514,74810,83693,78197.93633242813
202604,P262 Talara Municipalidad - PVH,52.23871527777805,56.65265277777779,53.343390369396616,89713,78311,88316.64259388337
202602,P226 Paita - PVH,52.18458333333333,55.55604166666666,48.49399124490601,96582,80787,101922.53906960468
202606,P141 Chosica - PVH,52.17688194444419,55.96057638888891,48.91205759483401,72550,63551,78000.08829117318
202604,P144 Huacho - PVH,52.105180555555805,52.34502777777777,51.13911804008271,87688,79991,86043.52635395751
202603,V093 Dos de Mayo - VIV,52.059912634408605,58.66014112903226,50.0561866937662,54817,47088,56039.92021728139
202604,P227 San Isidro - PVH,51.962895833333036,58.48616666666668,56.71779574149045,97996,77569,88169.72856266693
202604,P052 Brasil - PVH,51.86917361111164,51.7417638888889,52.84249079441889,75863,68990,71651.44222156717
202605,P236 Pisco - PVH,51.75243951612991,54.44668682795699,50.69826357421992,99397,88083,100730.80856948419
202602,P096 San Jorge - PVS,51.742447916666656,49.740937500000015,45.51580955836195,52977,55474,63745.58784414641
202602,P516 Ilo - PVH,51.71385416666666,61.54885416666667,54.66595376698497,114256,88485,101009.50801547768
202602,P059 Callao - PVH,51.71354166666668,55.02708333333332,51.161312105083525,73922,62492,71304.76211022586
202602,P141 Chosica - PVH,51.63177083333333,51.56541666666665,48.91205759483401,77401,72430,73570.63894159433
202601,P769 Chiclayo Aventura - PVH,51.49215053763442,57.39981182795698,53.27894958029915,103626,80642,97349.23859155555
202605,P141 Chosica - PVH,51.48862231182828,55.00950940860217,48.91205759483401,87496,72037,87314.60279542742
202603,P177 Talara - PVH,51.48100134408601,51.37364919354838,46.96520825461973,67721,77618,99333.98702306622
202606,P059 Callao - PVH,51.39696527777744,53.42540972222224,51.161312105083525,67588,62198,71159.35823190627
202604,P236 Pisco - PVH,51.36240277777839,53.98837500000001,50.69826357421992,102922,88317,96590.51142513115
202603,V140 Libertadores - VIV,51.34942204301073,52.41847446236558,50.48039166574727,55004,50692,54536.79558845488
202605,P052 Brasil - PVH,51.2858198924731,54.214717741935495,52.84249079441889,76028,67962,73023.27875898595
202604,P141 Chosica - PVH,51.243694444444095,55.47743055555555,48.91205759483401,82588,67140,80289.30819329862
202605,P120 Universitaria - PVH,51.11900537634475,66.8626545698925,57.92644428426813,81319,67218,80311.94004882945
202601,P141 Chosica - PVH,50.94805107526883,52.08884408602149,48.91205759483401,80779,74604,77607.0614477874
202605,V093 Dos de Mayo - VIV,50.94786290322631,53.24422043010753,50.0561866937662,54416,49601,54864.194755810524
202602,V094 Benavides - VIV,50.817395833333336,52.82223958333334,55.57085132952011,27306,57658,55556.28229794587
202605,P059 Callao - PVH,50.6835752688178,57.234643817204294,51.161312105083525,77425,64015,76875.95993280243
202604,P516 Ilo - PVH,50.58253472222175,56.737479166666674,54.66595376698497,103979,85618,91060.88478797158
202601,P112 Ceres - PVH,50.580833333333324,48.65865591397849,47.165198395018514,76350,82131,83372.04520092333
202605,P112 Ceres - PVH,50.49276881720505,53.22926075268815,47.165198395018514,81749,76043,91509.49289245125
202606,P120 Universitaria - PVH,50.3566388888887,65.46263888888889,57.92644428426813,71378,64377,74231.66073163933
202604,V140 Libertadores - VIV,50.116840277777605,52.493874999999996,50.48039166574727,55694,51892,56175.8468233949
202601,V093 Dos de Mayo - VIV,50.11242607526879,56.821041666666694,50.0561866937662,53519,44207,51215.62125345173
202606,P052 Brasil - PVH,50.04854166666668,53.651354166666664,52.84249079441889,70614,64722,68502.84720458942
202605,P769 Chiclayo Aventura - PVH,50.000463709677774,58.36400537634409,53.27894958029915,125623,85706,100701.16609400834
202602,P089 Risso - PVH,49.98020833333334,57.14677083333332,53.715920394326645,88391,76901,83597.67901090045
202601,P144 Huacho - PVH,49.973696236559164,51.6000201612903,51.13911804008271,96082,92360,86889.63663622882
202604,P059 Callao - PVH,49.95632638888867,54.754243055555555,51.161312105083525,75292,62920,69493.95313586427
202606,P112 Ceres - PVH,49.72036805555542,49.190458333333325,47.165198395018514,73870,74273,83595.8024872091
202601,P262 Talara Municipalidad - PVH,49.64811155913981,58.21295026881721,53.343390369396616,93032,80011,86332.54457785771
202604,V093 Dos de Mayo - VIV,49.591888888888555,53.50299305555554,50.0561866937662,55130,47941,53372.18708736979
202606,P135 Colonial - PVH,49.58236111111097,53.214340277777794,55.02606479418825,67658,64661,66368.7398628171
202606,P769 Chiclayo Aventura - PVH,49.45986111111088,56.0266875,53.27894958029915,110012,77795,88681.5792300662
202603,P096 San Jorge - PVS,49.40635752688173,50.75997311827958,45.51580955836195,66289,63848,70818.60207422847
202605,P135 Colonial - PVH,49.34186155914006,59.67180107526883,55.02606479418825,79452,63470,71952.45554463434
202606,1593 Aventura SJL - PVH,49.26930555555531,57.70673611111113,55.3895197170739,124281,96980,108383.53646979666
202602,V140 Libertadores - VIV,49.039791666666666,52.960885416666656,50.48039166574727,51681,45780,48630.034641068596
202601,P089 Risso - PVH,49.026344086021524,53.80506720430103,53.715920394326645,88817,82734,89835.03370277662
202606,V116 Javier Prado - VIV,48.86330555555556,53.443541666666675,,56930,60709,
202603,P142 Chincha - PVH,48.80900537634408,49.12151209677418,44.7287697663045,99290,98104,102989.02564430168
202605,V140 Libertadores - VIV,48.53968413978534,53.75477822580647,50.48039166574727,57323,51812,57934.11045747493
202604,P769 Chiclayo Aventura - PVH,48.304131944444755,57.33972222222224,53.27894958029915,124230,86933,94792.23317434711
202602,P142 Chincha - PVH,48.09286458333334,49.49067708333334,44.7287697663045,85439,77511,88469.29443565912
202603,P089 Risso - PVH,48.092634408602144,55.05137768817204,53.715920394326645,104067,93543,96521.80478597185
202601,P059 Callao - PVH,48.056693548387095,49.88436155913981,51.161312105083525,74195,72530,69377.56069096824
202606,P236 Pisco - PVH,48.05013888888879,52.04825694444445,50.69826357421992,90158,81409,87291.27405164969
202604,P135 Colonial - PVH,47.98986111111137,59.33836805555557,55.02606479418825,81604,61563,71710.07179522609
202601,P096 San Jorge - PVS,47.981142473118254,53.52088037634408,45.51580955836195,60076,53855,70225.00001678607
202604,P096 San Jorge - PVS,47.80917361111072,50.782958333333326,45.51580955836195,63514,58888,66983.48915865623
202606,V140 Libertadores - VIV,47.77704166666681,49.99876388888888,50.48039166574727,56575,52605,55173.88886247206
202603,P143 Nvo Chimbote - PVH,47.1196438172043,51.66465725806451,48.49399124490603,109158,104398,112881.47564209858
202602,P177 Talara - PVH,47.00552083333332,49.82442708333333,46.96520825461973,59138,66466,66446.73707143702
202602,P108 Ayacucho - PVS,46.954114583333336,41.11489583333332,41.45189799065107,63027,74331,79260.85109880863
202605,P177 Talara - PVH,46.94727822580713,49.812385752688165,46.96520825461973,60430,68483,73265.10694353271
202606,V093 Dos de Mayo - VIV,46.81697222222223,48.24259027777778,50.0561866937662,54398,51448,52244.91438589116
202604,P177 Talara - PVH,46.74361805555529,48.99236805555556,46.96520825461973,63523,63499,69653.13224983349
202603,P201 Huaral - PVH,46.730927419354856,54.2524932795699,46.51792055695669,92466,78753,91218.69475451908
202604,P143 Nvo Chimbote - PVH,46.699333333332916,45.960444444444455,48.49399124490603,100810,99361,95837.61188533215
202606,P142 Chincha - PVH,46.59963194444417,43.598625000000006,44.7287697663045,73920,77722,79965.69620151914
202606,P201 Huaral - PVH,46.43673611111086,46.65796527777778,46.51792055695669,73326,70744,75264.51138144024
202603,P108 Ayacucho - PVS,46.40665994623656,42.58145161290322,41.45189799065107,75789,87246,85673.939962917
202601,P143 Nvo Chimbote - PVH,46.40237903225807,48.96556451612903,48.49399124490603,104369,94175,101226.74992885116
202605,P096 San Jorge - PVS,46.1585080645165,51.365087365591386,45.51580955836195,66228,58337,68291.58910409734
202606,P143 Nvo Chimbote - PVH,46.11181944444449,49.10354166666667,48.49399124490603,94164,88150,92868.58542032399
202605,P142 Chincha - PVH,46.00787634408687,47.92252688172042,44.7287697663045,91947,81125,89956.69171592408
202605,P143 Nvo Chimbote - PVH,45.6919825268822,48.90073924731182,48.49399124490603,105498,94142,100614.73024686392
202601,V140 Libertadores - VIV,45.63397849462366,53.62959677419356,50.48039166574727,56752,49367,61213.66201872666
202601,P177 Talara - PVH,45.57997311827957,49.53680779569892,46.96520825461973,66153,66415,74982.20398189338
202605,P132 El Ejercito - PVS,45.20485215053802,44.86628360215054,43.483853774506514,70139,67455,73725.17583249515
202604,P142 Chincha - PVH,44.89513194444431,46.91784027777778,44.7287697663045,94619,82618,87397.5644473214
202605,P201 Huaral - PVH,44.84746639784991,51.0644825268817,46.51792055695669,87014,70149,81315.94964500859
202606,P132 El Ejercito - PVS,44.79713194444435,44.01196527777778,43.483853774506514,63226,64305,70791.61185351801
202602,P143 Nvo Chimbote - PVH,44.54328125,50.03057291666667,48.49399124490603,100803,80553,91071.57398317706
202603,P118 Alfonso Ugarte - PVH,44.108561827957004,49.78604166666666,41.48790599561813,75155,69617,84795.74982337176
202601,P142 Chincha - PVH,44.10715053763441,49.07056451612904,44.7287697663045,92778,78269,90791.02509005847
202605,P108 Ayacucho - PVS,44.03051747311883,40.4672446236559,41.45189799065107,75267,82954,78303.04922423698
202604,P108 Ayacucho - PVS,43.83657638888863,40.03178472222223,41.45189799065107,74649,83616,78220.6883972184
202604,P201 Huaral - PVH,43.665416666666154,48.92504166666665,46.51792055695669,86460,70689,78147.11600981819
202604,P118 Alfonso Ugarte - PVH,43.29650694444409,45.63504166666666,41.48790599561813,65245,58050,72835.23014198776
202602,P118 Alfonso Ugarte - PVH,43.07109374999999,46.945052083333316,41.48790599561813,63654,59116,69461.27965350603
202606,P096 San Jorge - PVS,42.74817361111096,50.98430555555557,45.51580955836195,67110,55536,65058.93847945368
202601,P132 El Ejercito - PVS,42.57458333333334,45.36475134408603,43.483853774506514,70242,63836,72859.64332253933
202601,P201 Huaral - PVH,42.44154569892474,47.29831317204301,46.51792055695669,86878,76982,79251.51410381931
202605,P118 Alfonso Ugarte - PVH,42.10481182795731,44.24103494623655,41.48790599561813,65907,63669,70766.76472440164
202601,P108 Ayacucho - PVS,42.0779502688172,43.93506720430107,41.45189799065107,72434,73353,84340.9150888217
202602,P132 El Ejercito - PVS,42.07244791666666,44.30671875,43.483853774506514,78360,68981,76122.7301187512
202604,P089 Risso - PVH,41.86520138888877,53.796118055555596,53.715920394326645,103649,80091,82142.35177967878
202603,P132 El Ejercito - PVS,41.82217741935483,44.960557795698925,43.483853774506514,107730,101315,106988.45546499165
202606,P089 Risso - PVH,41.74624999999985,51.074187499999994,53.715920394326645,98379,83205,82375.96620176967
202606,P108 Ayacucho - PVS,41.701576388888604,40.594993055555555,41.45189799065107,72528,79198,76177.78807648759
202606,P177 Talara - PVH,41.63235416666649,47.96122916666665,46.96520825461973,53923,62470,67502.26315004486
202604,P132 El Ejercito - PVS,41.56697222222212,43.56143749999999,43.483853774506514,72425,68517,70225.550716719
202601,P118 Alfonso Ugarte - PVH,41.471048387096765,43.18181451612904,41.48790599561813,62540,57805,63177.380626943086
202602,P201 Huaral - PVH,40.48531249999999,52.11479166666667,46.51792055695669,87250,66018,72088.08958461722
202603,P192 Sullana - PVH,40.11795026881719,39.67701612903226,38.91402969668492,99383,100721,101618.0905401548
202606,V019 Pardo - VIV,39.70681944444424,,,0,,
202605,P089 Risso - PVH,39.578649193548394,53.665349462365604,53.715920394326645,113845,84637,87459.38483437375
202606,P118 Alfonso Ugarte - PVH,39.305145833333164,38.6666875,41.48790599561813,63871,65887,61377.4655020899
202605,P158 Villa el Salvador - PVS,39.271881720430756,40.96213709677418,36.981595266169094,67050,57701,68120.24442613944
202602,P158 Villa el Salvador - PVS,39.11578125,36.97432291666667,36.981595266169094,60036,58813,61943.89460791104
202602,P110 Corpac - PVS,38.708593749999984,37.86692708333334,33.73046601200038,49538,52766,65509.233362321895
202606,P158 Villa el Salvador - PVS,38.61997222222189,39.625736111111124,36.981595266169094,58425,54738,62557.850578079015
202602,1198 Cusco Wanchaq - PVH,38.55291666666666,33.02203125,37.12487890603274,65336,64106,56431.153251777076
202601,1198 Cusco Wanchaq - PVH,38.45780241935483,32.68355510752689,37.12487890603274,70812,72842,63000.27538729386
202602,P105 Salamanca - PVS,38.27864583333333,35.217968750000004,35.76242179585583,62899,68342,69895.46049114769
202603,P158 Villa el Salvador - PVS,37.89996639784947,37.45244623655913,36.981595266169094,72993,68114,68513.9599810041
202601,P105 Salamanca - PVS,37.87174059139785,36.95680107526883,35.76242179585583,67004,68081,76707.51420749389
202604,P158 Villa el Salvador - PVS,37.6004027777773,40.6713125,36.981595266169094,67717,55825,64284.1347429593
202601,P158 Villa el Salvador - PVS,37.0924260752688,38.304818548387104,36.981595266169094,65523,58094,66518.69714907587
202605,P110 Corpac - PVS,37.07290322580663,40.0674260752688,33.73046601200038,59548,56071,70019.47158274481
202604,P192 Sullana - PVH,37.067527777777336,39.86480555555556,38.91402969668492,76970,70330,76587.85023628366
202602,P192 Sullana - PVH,37.01864583333333,41.11776041666666,38.91402969668492,85216,76328,83887.64343205748
202606,P192 Sullana - PVH,36.99961805555529,40.18622222222223,38.91402969668492,67863,64318,70630.52809033923
202603,P105 Salamanca - PVS,36.659159946236564,37.390819892473125,35.76242179585583,77160,74135,78039.43107464294
202603,P159 Acho - PVH,36.60167338709677,35.69717741935484,31.443465596679005,58101,59576,68357.87186025118
202606,P110 Corpac - PVS,36.556236111111176,37.22215972222224,33.73046601200038,57106,58100,68114.52959121883
202601,P192 Sullana - PVH,36.375490591397835,39.6126612903226,38.91402969668492,79811,71775,78530.16390025352
202603,1198 Cusco Wanchaq - PVH,36.041061827956995,36.16784274193549,37.12487890603274,91028,71148,70401.06093585907
202605,P192 Sullana - PVH,35.843057795699515,39.47929435483869,38.91402969668492,80080,75700,79000.43758927111
202604,1198 Cusco Wanchaq - PVH,35.67997222222234,34.259263888888896,37.12487890603274,92375,74249,69175.74474250153
202606,P105 Salamanca - PVS,34.75572916666662,37.46628472222222,35.76242179585583,71279,66487,72084.32829341356
202601,P110 Corpac - PVS,34.710450268817205,35.149879032258056,33.73046601200038,57667,62169,70583.08100614372
202605,P105 Salamanca - PVS,33.337170698925064,38.56426075268817,35.76242179585583,81508,66861,75386.96930789
202602,P159 Acho - PVH,33.161145833333336,34.84494791666667,31.443465596679005,54754,52294,59108.477291901916
202601,P159 Acho - PVH,32.74565188172043,31.654301075268826,31.443465596679005,57623,57665,58637.47888829197
202603,P110 Corpac - PVS,32.72048387096774,38.115188172043005,33.73046601200038,68611,61577,68538.8802181834
